Satellite,Code,jd_tdb,x_km,y_km,z_km
Ganymede,503,2461452.000000,-481389.084595,957898.420727,29560.336707
Ganymede,503,2461459.000000,-347913.871389,1013731.794199,33652.941952
Ganymede,503,2461466.000000,-208020.260896,1051088.330480,37135.411786
Ganymede,503,2461473.000000,-63975.280852,1069407.945346,39951.442586
Ganymede,503,2461480.000000,81097.114132,1067934.671291,42026.606346
Ganymede,503,2461487.000000,225168.191175,1046726.239841,43333.379694
Ganymede,503,2461494.000000,364618.857583,1006296.041134,43838.083329
Ganymede,503,2461501.000000,497444.421914,947161.210162,43530.686072
Ganymede,503,2461508.000000,620830.780372,870893.023832,42430.065728
Ganymede,503,2461515.000000,732768.211970,778667.837662,40552.892978
Ganymede,503,2461522.000000,831400.345761,672258.013524,37937.220651
Ganymede,503,2461529.000000,914741.654246,553415.692022,34621.560035
Ganymede,503,2461536.000000,981517.239079,424021.877921,30660.515367
Ganymede,503,2461543.000000,1029915.057883,286948.984119,26134.195167
Ganymede,503,2461550.000000,1059271.895000,144129.119478,21108.114303
Ganymede,503,2461557.000000,1068937.893474,-867.516797,15708.820704
Ganymede,503,2461564.000000,1058709.044425,-145917.208687,10016.282298
Ganymede,503,2461571.000000,1029136.901754,-287967.857413,4151.661662
Ganymede,503,2461578.000000,980642.839547,-424675.460381,-1787.454100
Ganymede,503,2461585.000000,914150.851169,-553790.938892,-7700.480149
Ganymede,503,2461592.000000,830695.563212,-672664.601984,-13474.052661
Ganymede,503,2461599.000000,731614.159433,-779490.327887,-19017.510352
Ganymede,503,2461606.000000,619125.074167,-871561.994341,-24195.300674
Ganymede,503,2461613.000000,494788.783686,-947614.668265,-28934.955777
Ganymede,503,2461620.000000,361799.627277,-1005939.152053,-33126.195268
Ganymede,503,2461627.000000,222138.692447,-1045618.314492,-36703.209240
Ganymede,503,2461634.000000,78608.324366,-1066205.255662,-39607.796327
Ganymede,503,2461641.000000,-66369.726802,-1067254.575512,-41788.597513
Ganymede,503,2461648.000000,-210404.979605,-1048817.332358,-43210.694316
Ganymede,503,2461655.000000,-350534.696789,-1010970.701692,-43833.795097
Ganymede,503,2461662.000000,-484697.741648,-954347.030549,-43652.237829
Ganymede,503,2461669.000000,-609479.524129,-880254.454038,-42664.324691
Ganymede,503,2461676.000000,-723189.353669,-789684.629470,-40883.278052
Ganymede,503,2461683.000000,-823349.779316,-685019.844715,-38363.689297
Ganymede,503,2461690.000000,-908359.678614,-567876.083014,-35145.024404
Ganymede,503,2461697.000000,-976897.956689,-440495.174851,-31290.617290
Ganymede,503,2461704.000000,-1027646.975376,-305009.376823,-26863.617448
Ganymede,503,2461711.000000,-1059832.874996,-163645.400969,-21939.229200
Ganymede,503,2461718.000000,-1072435.433441,-19393.907452,-16613.130421
Ganymede,503,2461725.000000,-1065332.139481,125741.019606,-10961.974399
Ganymede,503,2461732.000000,-1038713.701165,268037.486457,-5130.269578
Ganymede,503,2461739.000000,-992905.914671,405504.509196,799.288059
Ganymede,503,2461746.000000,-929206.595851,535283.493715,6701.734832
Ganymede,503,2461753.000000,-848608.265429,655243.343488,12478.967334
Ganymede,503,2461760.000000,-752646.783286,763388.769976,18031.475124
Ganymede,503,2461767.000000,-642850.480390,857620.445918,23259.098077
Ganymede,503,2461774.000000,-520958.851900,936503.806825,28079.317688
Ganymede,503,2461781.000000,-389679.735646,997919.698192,32371.788133
Ganymede,503,2461788.000000,-250795.368944,1041048.858711,36078.014967
Ganymede,503,2461795.000000,-107788.577890,1064932.190625,39111.075000
Ganymede,503,2461802.000000,37230.261123,1069141.560668,41422.117154
Ganymede,503,2461809.000000,181281.264797,1053890.307064,42975.665333
Ganymede,503,2461816.000000,321996.754787,1019356.104483,43744.484869
Ganymede,503,2461823.000000,457028.038217,966218.467845,43717.830308
Ganymede,503,2461830.000000,583615.677462,895201.603153,42883.214568
Ganymede,503,2461837.000000,699876.315174,807406.692500,41255.673652
Ganymede,503,2461844.000000,802834.245611,704814.932974,38864.730518
Ganymede,503,2461851.000000,891044.947463,588837.623439,35743.589385
Ganymede,503,2461858.000000,962532.889022,462395.716995,31974.628470
Ganymede,503,2461865.000000,1016142.745891,327399.757065,27615.205856
Ganymede,503,2461872.000000,1051104.775878,186601.976116,22755.729653
Ganymede,503,2461879.000000,1066704.134538,42347.431600,17476.725043
Ganymede,503,2461886.000000,1062738.892293,-102997.886668,11866.887920
Ganymede,503,2461893.000000,1038961.281122,-246369.025267,6036.156607
Ganymede,503,2461900.000000,995774.238214,-385645.572892,73.498678
Ganymede,503,2461907.000000,934153.080223,-517322.505396,-5873.338594
Ganymede,503,2461914.000000,854936.234711,-639545.157149,-11719.451115
Ganymede,503,2461921.000000,760246.523745,-749590.004334,-17332.341162
Ganymede,503,2461928.000000,651545.408920,-845698.375541,-22621.073566
Ganymede,503,2461935.000000,530965.496043,-926331.878037,-27495.240875
Ganymede,503,2461942.000000,400542.923949,-989914.086669,-31866.334067
Ganymede,503,2461949.000000,262419.274293,-1035457.133551,-35662.967171
Ganymede,503,2461956.000000,119532.365896,-1061675.497153,-38793.123601
Ganymede,503,2461963.000000,-26067.121650,-1068253.609377,-41213.970943
Ganymede,503,2461970.000000,-170651.001230,-1055042.146700,-42864.482418
Ganymede,503,2461977.000000,-312190.577530,-1022197.097468,-43719.715454
Ganymede,503,2461984.000000,-447669.721731,-970799.231207,-43776.697704
Ganymede,503,2461991.000000,-574871.081418,-901653.562591,-43034.087399
Ganymede,503,2461998.000000,-691703.456337,-816084.038307,-41509.074443
Ganymede,503,2462005.000000,-795901.101823,-715471.105826,-39221.617851
Ganymede,503,2462012.000000,-885860.813043,-601455.549252,-36211.707801
Ganymede,503,2462019.000000,-959259.331984,-476529.171582,-32536.921005
Ganymede,503,2462026.000000,-1015139.845998,-342391.290353,-28249.203017
Ganymede,503,2462033.000000,-1052237.879402,-202499.536582,-23461.543397
Ganymede,503,2462040.000000,-1069966.098349,-58884.770226,-18244.360796
Ganymede,503,2462047.000000,-1068298.877891,85558.413094,-12704.306080
Ganymede,503,2462054.000000,-1047205.969664,228434.980455,-6934.206972
Ganymede,503,2462061.000000,-1007135.085104,367356.372478,-1032.899477
Ganymede,503,2462068.000000,-948554.835175,499568.670766,4890.818977
Ganymede,503,2462075.000000,-872389.087357,623129.083175,10746.805100
Ganymede,503,2462082.000000,-780362.801707,734850.590539,16388.567133
Ganymede,503,2462089.000000,-673700.435977,833231.335607,21739.054285
Ganymede,503,2462096.000000,-555098.549426,916108.073531,26677.894549
Ganymede,503,2462103.000000,-426355.468284,982144.035546,31125.304426
Ganymede,503,2462110.000000,-290030.631469,1030320.998407,35004.712365
Ganymede,503,2462117.000000,-148354.465415,1059715.450525,38248.908800
Ganymede,503,2462124.000000,-3655.124461,1069894.697345,40804.722010
Ganymede,503,2462131.000000,141030.864605,1060276.079492,42605.507376
Ganymede,503,2462138.000000,283641.202556,1031036.038147,43627.213599
Ganymede,503,2462145.000000,420569.747149,982825.980037,43840.017367
Ganymede,503,2462152.000000,549876.318177,916274.582065,43238.639959
Ganymede,503,2462159.000000,668743.877561,833135.604954,41848.495707
Ganymede,503,2462166.000000,775249.465459,734681.493051,39690.369773
Ganymede,503,2462173.000000,867609.380747,622864.239551,36809.276130
Ganymede,503,2462180.000000,944025.364035,499506.659967,33249.174261
Ganymede,503,2462187.000000,1003306.893781,366590.764776,29069.098765
Ganymede,503,2462194.000000,1043815.004262,226995.366623,24351.037721
Ganymede,503,2462201.000000,1065001.494782,82715.961176,19164.534559
Ganymede,503,2462208.000000,1066357.712914,-62625.286879,13639.790193
Ganymede,503,2462215.000000,1047808.009758,-206928.920854,7857.408789
Ganymede,503,2462222.000000,1010086.894851,-347069.977686,1944.136827
Ganymede,503,2462229.000000,953755.969047,-480761.758615,-4002.273221
Ganymede,503,2462236.000000,879924.782943,-605780.625809,-9879.985927
Ganymede,503,2462243.000000,789752.745923,-719633.342884,-15579.276991
Ganymede,503,2462250.000000,684702.513100,-820556.863292,-21008.836007
Ganymede,503,2462257.000000,567066.224342,-905997.431651,-26037.869446
Ganymede,503,2462264.000000,438497.812838,-974787.988002,-30596.006977
Ganymede,503,2462271.000000,302306.050633,-1025331.461289,-34574.175606
Ganymede,503,2462278.000000,160480.155435,-1056843.498699,-37910.991239
Ganymede,503,2462285.000000,15961.654694,-1069034.770471,-40552.169369
Ganymede,503,2462292.000000,-128839.719765,-1061632.804346,-42451.984230
Ganymede,503,2462299.000000,-271518.379851,-1034850.792796,-43580.473285
Ganymede,503,2462306.000000,-409217.024212,-988933.564678,-43905.098985
Ganymede,503,2462313.000000,-539866.533487,-924650.343511,-43424.604046
Ganymede,503,2462320.000000,-660163.478158,-843426.981341,-42141.800523
Ganymede,503,2462327.000000,-768495.693008,-746360.099872,-40074.645004
Ganymede,503,2462334.000000,-862428.323388,-636006.102315,-37284.392095
Ganymede,503,2462341.000000,-940486.252288,-514032.271481,-33813.564299
Ganymede,503,2462348.000000,-1001464.969153,-382845.292823,-29732.642737
Ganymede,503,2462355.000000,-1044224.654346,-244627.393175,-25109.235855
Ganymede,503,2462362.000000,-1068118.850907,-101675.250974,-20022.329052
Ganymede,503,2462369.000000,-1072319.390829,43080.324978,-14567.602396
Ganymede,503,2462376.000000,-1056828.588056,187586.458266,-8825.375446
Ganymede,503,2462383.000000,-1021981.848604,328145.131247,-2940.883142
Ganymede,503,2462390.000000,-968222.857327,462827.082697,3003.973549
Ganymede,503,2462397.000000,-897039.457231,588745.947905,8879.970221
Ganymede,503,2462404.000000,-809528.797047,703858.165357,14590.487436
Ganymede,503,2462411.000000,-707408.120891,806234.408170,20036.293091
Ganymede,503,2462418.000000,-592304.676214,893948.071404,25121.521550
Ganymede,503,2462425.000000,-466071.625977,965642.110705,29764.359581
Ganymede,503,2462432.000000,-331425.946242,1019386.368399,33851.514410
Ganymede,503,2462439.000000,-190219.768621,1054472.395817,37327.235308
Ganymede,503,2462446.000000,-46001.553700,1070076.055391,40107.175581
Ganymede,503,2462453.000000,99143.096183,1065901.569896,42147.337159
Ganymede,503,2462460.000000,242147.705498,1042337.766456,43417.284003
Ganymede,503,2462467.000000,380681.637530,999708.151201,43894.757530
Ganymede,503,2462474.000000,512404.086000,938878.749800,43575.047182
Ganymede,503,2462481.000000,634709.573065,860714.579062,42453.034109
Ganymede,503,2462488.000000,745747.421698,766444.965928,40548.269055
Ganymede,503,2462495.000000,842691.644876,658133.710725,37894.071508
Ganymede,503,2462502.000000,924194.883182,537284.332487,34528.168937
Ganymede,503,2462509.000000,988381.095844,406938.649586,30538.187621
Ganymede,503,2462516.000000,1034224.979616,269026.846309,25983.427000
Ganymede,503,2462523.000000,1061097.551358,126451.317237,20961.468109
Ganymede,503,2462530.000000,1068460.329192,-18438.532705,15555.521869
Ganymede,503,2462537.000000,1056271.738976,-163247.164968,9856.959076
Ganymede,503,2462544.000000,1024459.012155,-305009.102191,3974.290689
Ganymede,503,2462551.000000,973555.820484,-441596.123982,-2001.207582
Ganymede,503,2462558.000000,904659.868682,-569605.821781,-7924.320689
Ganymede,503,2462565.000000,818716.958599,-687255.569036,-13711.349224
Ganymede,503,2462572.000000,718013.087243,-791851.896534,-19227.653457
Ganymede,503,2462579.000000,604068.406795,-881752.608184,-24385.470141
Ganymede,503,2462586.000000,479197.297568,-955514.478439,-29095.561905
Ganymede,503,2462593.000000,345488.951057,-1011739.225479,-33274.315907
Ganymede,503,2462600.000000,205148.208008,-1049558.450580,-36853.159366
Ganymede,503,2462607.000000,61068.509487,-1067876.386363,-39747.718971
Ganymede,503,2462614.000000,-84646.689354,-1066493.044193,-41918.105694
Ganymede,503,2462621.000000,-228302.751405,-1045392.348853,-43307.036911
Ganymede,503,2462628.000000,-367921.732421,-1004840.396511,-43893.883975
Ganymede,503,2462635.000000,-500423.939661,-946097.100234,-43680.839944
Ganymede,503,2462642.000000,-623674.016261,-870070.148123,-42670.560680
Ganymede,503,2462649.000000,-735638.003708,-778256.613880,-40886.429288
Ganymede,503,2462656.000000,-834202.160945,-672141.485458,-38354.220896
Ganymede,503,2462663.000000,-917826.034364,-553470.916413,-35117.867476
Ganymede,503,2462670.000000,-984374.409104,-424741.010678,-31236.650040
Ganymede,503,2462677.000000,-1032979.218477,-287727.300143,-26766.322985
Ganymede,503,2462684.000000,-1062480.415291,-145961.581828,-21823.318430
Ganymede,503,2462691.000000,-1072409.468219,-1453.399187,-16478.447124
Ganymede,503,2462698.000000,-1062897.976662,142783.226406,-10844.915600
Ganymede,503,2462705.000000,-1034052.898516,284372.045823,-5016.866224
Ganymede,503,2462712.000000,-986485.463512,420928.414792,905.352140
Ganymede,503,2462719.000000,-920809.351776,549829.473717,6815.454780
Ganymede,503,2462726.000000,-838072.641609,669133.525798,12621.270538
Ganymede,503,2462733.000000,-740071.864862,775793.484167,18180.842624
Ganymede,503,2462740.000000,-628120.227016,868381.141747,23418.387088
Ganymede,503,2462747.000000,-505068.603991,944780.121065,28211.765754
Ganymede,503,2462754.000000,-372746.264628,1003769.966947,32484.631625
Ganymede,503,2462761.000000,-233866.242873,1044454.590246,36162.654876
Ganymede,503,2462768.000000,-90699.107450,1066069.890423,39182.788502
Ganymede,503,2462775.000000,54368.598261,1068324.526765,41495.323311
Ganymede,503,2462782.000000,198395.820964,1050815.662688,43041.471061
Ganymede,503,2462789.000000,339281.846965,1013839.485694,43800.284927
Ganymede,503,2462796.000000,473470.925524,958173.135800,43745.532009
Ganymede,503,2462803.000000,599081.707164,884555.966723,42876.360908
Ganymede,503,2462810.000000,713289.633382,794924.552111,41224.002126
Ganymede,503,2462817.000000,814263.810558,690636.292114,38812.750312
Ganymede,503,2462824.000000,900295.927971,573832.831910,35694.828727
Ganymede,503,2462831.000000,969766.419084,446416.731716,31919.440171
Ganymede,503,2462838.000000,1021586.420541,310464.728112,27549.699911
Ganymede,503,2462845.000000,1054307.696318,168834.015139,22668.675899
Ganymede,503,2462852.000000,1067495.701837,23585.104204,17349.800316
Ganymede,503,2462859.000000,1060780.517532,-121636.528330,11725.351555
Callisto,504,2459219.000000,1798663.156774,507554.100271,40244.240772
Callisto,504,2459226.000000,-1846328.609021,429083.413302,-11301.722534
Callisto,504,2459233.000000,1370633.759186,-1277364.829721,-21897.536442
Callisto,504,2459240.000000,-628182.217199,1777441.845597,47687.693309
Callisto,504,2459247.000000,-364894.567284,-1849955.907756,-63343.617437
Callisto,504,2459254.000000,1173007.968334,1459178.943511,61877.453951
Callisto,504,2459261.000000,-1764675.124389,-691366.322142,-45584.993668
Callisto,504,2459268.000000,1853182.465206,-246807.281602,17140.161361
Callisto,504,2459275.000000,-1534901.216391,1107336.529932,14325.683893
Callisto,504,2459282.000000,759052.375685,-1717798.864799,-44050.338623
Callisto,504,2459289.000000,116509.296791,1875679.247193,60817.739935
Callisto,504,2459296.000000,-1057934.776470,-1566656.248181,-63719.280869
Callisto,504,2459303.000000,1652201.650510,874811.107293,49858.708074
Callisto,504,2459310.000000,-1895486.581147,42685.268451,-24144.899659
Callisto,504,2459317.000000,1606464.677941,-961143.857854,-8757.259060
Callisto,504,2459324.000000,-982881.890526,1611816.550312,37698.412063
Callisto,504,2459331.000000,25649.459113,-1883039.943925,-59140.341417
Callisto,504,2459338.000000,842378.256337,1674027.115317,64208.186432
Callisto,504,2459345.000000,-1584930.841214,-1037245.640978,-54074.055130
Callisto,504,2459352.000000,1862982.969318,148322.051447,29729.537558
Callisto,504,2459359.000000,-1730760.720709,770019.788346,1061.392602
Callisto,504,2459366.000000,1099392.235525,-1519934.576982,-33239.399008
Callisto,504,2459373.000000,-275925.030253,1861744.783151,55103.205752
Callisto,504,2459380.000000,-712059.881356,-1749030.034516,-64820.845875
Callisto,504,2459387.000000,1432281.966836,1202707.544318,57237.300881
Callisto,504,2459394.000000,-1864406.376807,-345645.758558,-35967.125078
Callisto,504,2459401.000000,1770625.446248,-602264.811472,4760.637430
Callisto,504,2459408.000000,-1295472.799161,1376959.858720,26096.941146
Callisto,504,2459415.000000,415215.263878,-1834137.753981,-52363.403793
Callisto,504,2459422.000000,474756.154513,1815400.684233,63721.388102
Callisto,504,2459429.000000,-1337625.698285,-1339143.770097,-60264.058562
Callisto,504,2459436.000000,1789926.620072,536556.119610,40980.609856
Callisto,504,2459443.000000,-1853196.939064,399952.118045,-12245.176075
Callisto,504,2459450.000000,1390802.346617,-1255050.161823,-20974.323591
Callisto,504,2459457.000000,-656472.453157,1767362.243140,47016.152446
Callisto,504,2459464.000000,-335298.733258,-1855539.001115,-63111.172789
Callisto,504,2459471.000000,1149189.517327,1477723.284971,62096.639658
Callisto,504,2459478.000000,-1753677.546830,-719422.761284,-46253.848608
Callisto,504,2459485.000000,1856522.401684,-216866.862872,18056.576575
Callisto,504,2459492.000000,-1552668.343664,1083043.782485,13380.450794
Callisto,504,2459499.000000,786311.105304,-1705209.735378,-43310.281837
Callisto,504,2459506.000000,86486.801607,1877602.539352,60462.559915
Callisto,504,2459513.000000,-1032797.646627,-1583270.066607,-63853.593084
Callisto,504,2459520.000000,1637811.002657,901115.947318,50419.117725
Callisto,504,2459527.000000,-1896132.030382,12505.031992,-25025.529562
Callisto,504,2459534.000000,1621218.606601,-935160.760564,-7801.310921
Callisto,504,2459541.000000,-1008801.887572,1596225.441704,36888.459064
Callisto,504,2459548.000000,55608.410508,-1882060.380463,-58687.466030
Callisto,504,2459555.000000,815437.017072,1687711.482216,64222.688585
Callisto,504,2459562.000000,-1568131.075186,-1062241.080622,-54552.515192
Callisto,504,2459569.000000,1860350.089541,178105.840510,30546.695966
Callisto,504,2459576.000000,-1742967.896979,742423.309645,94.667390
Callisto,504,2459583.000000,1123157.159488,-1502062.639807,-32383.950520
Callisto,504,2459590.000000,-305869.301058,1857415.624575,54549.281812
Callisto,504,2459597.000000,-684091.439693,-1759715.573497,-64717.411151
Callisto,504,2459604.000000,1412880.254996,1225908.906999,57620.792151
Callisto,504,2459611.000000,-1858435.299542,-375168.161064,-36722.532239
Callisto,504,2459618.000000,1780219.986746,-573926.745173,5711.136642
Callisto,504,2459625.000000,-1317328.204803,1356145.955588,25178.034774
Callisto,504,2459632.000000,444173.711496,-1827292.153478,-51736.904552
Callisto,504,2459639.000000,445555.166679,1822962.424690,63503.338610
Callisto,504,2459646.000000,-1316076.276748,-1359894.839719,-60530.857314
Callisto,504,2459653.000000,1781215.271540,565356.759506,41672.976048
Callisto,504,2459660.000000,-1859015.727474,370380.669517,-13176.960123
Callisto,504,2459667.000000,1410921.699415,-1232851.881381,-20037.447090
Callisto,504,2459674.000000,-684700.328189,1756494.905492,46272.504742
Callisto,504,2459681.000000,-305927.943701,-1860843.523130,-62812.244670
Callisto,504,2459688.000000,1125241.380304,1495948.040739,62247.635237
Callisto,504,2459695.000000,-1742081.579185,-746983.083504,-46859.130369
Callisto,504,2459702.000000,1859748.503029,-187113.016034,18956.361719
Callisto,504,2459709.000000,-1569522.288564,1058129.737292,12405.445500
Callisto,504,2459716.000000,813527.201035,-1692641.981765,-42527.353538
Callisto,504,2459723.000000,56241.590216,1878507.334541,60009.211102
Callisto,504,2459730.000000,-1007757.367692,-1599726.034466,-63927.729920
Callisto,504,2459737.000000,1622887.244061,927211.833409,50927.608179
Callisto,504,2459744.000000,-1896336.048136,-17388.833503,-25881.465371
Callisto,504,2459751.000000,1635836.276179,-909077.209405,-6819.444224
Callisto,504,2459758.000000,-1034033.028415,1580048.082890,36019.058638
Callisto,504,2459765.000000,85632.463997,-1881004.660985,-58173.214193
Callisto,504,2459772.000000,788138.703623,1700326.968059,64139.553693
Callisto,504,2459779.000000,-1551278.444078,-1087150.112185,-54991.947071
Callisto,504,2459786.000000,1856922.270939,207885.630023,31346.149667
Callisto,504,2459793.000000,-1754849.882363,714899.420382,-888.588756
Callisto,504,2459800.000000,1146898.223313,-1483786.668473,-31464.058843
Callisto,504,2459807.000000,-335381.019211,1852531.136684,53920.207880
Callisto,504,2459814.000000,-655907.982451,-1770373.405031,-64555.541920
Callisto,504,2459821.000000,1393025.649300,1248136.148974,57929.038874
Callisto,504,2459828.000000,-1852401.832152,-404707.520493,-37473.741403
Callisto,504,2459835.000000,1788796.888581,-545377.978043,6681.839009
Callisto,504,2459842.000000,-1339019.819760,1335264.201247,24210.467651
Callisto,504,2459849.000000,473211.740723,-1819736.416528,-51022.615201
Callisto,504,2459856.000000,416470.939405,1830139.772469,63217.632042
Callisto,504,2459863.000000,-1294152.813351,-1380612.942641,-60757.292001
Callisto,504,2459870.000000,1771980.787318,593559.804407,42333.841706
Callisto,504,2459877.000000,-1864802.507400,340783.621226,-14138.168442
Callisto,504,2459884.000000,1430055.801179,-1210157.668847,-19043.926032
Callisto,504,2459891.000000,-712797.418379,1745619.184489,45471.669718
Callisto,504,2459898.000000,-276229.801291,-1865119.547957,-62418.726812
Callisto,504,2459905.000000,1101302.499441,1514054.720391,62362.658914
Callisto,504,2459912.000000,-1729766.123646,-774506.451709,-47450.698867
Callisto,504,2459919.000000,1862680.209849,-157524.294422,19875.835313
Callisto,504,2459926.000000,-1586205.837554,1033043.218917,11373.005932
Callisto,504,2459933.000000,840176.088941,-1679469.689418,-41667.979772
Callisto,504,2459940.000000,26231.174942,1879358.956616,59505.919619
Callisto,504,2459947.000000,-982081.732818,-1615172.519398,-63927.978071
Callisto,504,2459954.000000,1608041.994796,953221.926250,51435.950656
Callisto,504,2459961.000000,-1895484.313557,-47516.842944,-26761.700160
Callisto,504,2459968.000000,1650460.213287,-883008.530715,-5785.386763
Callisto,504,2459975.000000,-1059055.938751,1563264.562552,35068.583163
Callisto,504,2459982.000000,115449.859270,-1879561.794343,-57595.082712
Callisto,504,2459989.000000,760901.276391,1712701.003989,64020.337344
Callisto,504,2459996.000000,-1533769.769315,-1111403.903118,-55402.929469
Callisto,504,2460003.000000,1853487.858550,237539.432048,32175.385753
Callisto,504,2460010.000000,-1765687.388154,686856.665786,-1930.575195
Callisto,504,2460017.000000,1170692.359886,-1465485.065178,-30484.160359
Callisto,504,2460024.000000,-364941.128555,1846701.522772,53204.863303
Callisto,504,2460031.000000,-627815.021163,-1780842.700331,-64362.015936
Callisto,504,2460038.000000,1372787.655778,1270151.057464,58228.613544
Callisto,504,2460045.000000,-1845886.073346,-433850.899682,-38240.368579
Callisto,504,2460052.000000,1797270.960033,-516725.354291,7711.030853
Callisto,504,2460059.000000,-1359888.621905,1313854.598067,23173.366458
Callisto,504,2460066.000000,502333.562818,-1812048.565170,-50256.465805
Callisto,504,2460073.000000,387120.497108,1836299.645717,62867.275372
Callisto,504,2460080.000000,-1272196.049436,-1401193.530035,-60987.251270
Callisto,504,2460087.000000,1762049.739169,621792.030104,43022.234718
Callisto,504,2460094.000000,-1870214.232857,311398.344175,-15143.529576
Callisto,504,2460101.000000,1449186.320205,-1187030.647341,-17974.232144
Callisto,504,2460108.000000,-740295.231263,1734252.626909,44611.812115
Callisto,504,2460115.000000,-246305.914735,-1869275.967319,-61997.921236
Callisto,504,2460122.000000,1077011.572477,1531197.994060,62448.285927
Callisto,504,2460129.000000,-1717337.901757,-801991.260110,-48080.135268
Callisto,504,2460136.000000,1864712.054864,-127701.691102,20848.052571
Callisto,504,2460143.000000,-1602640.464777,1007953.753740,10284.475942
Callisto,504,2460150.000000,866923.972412,-1665621.664458,-40737.093321
Callisto,504,2460157.000000,-3512.431602,1879793.866399,58969.884992
Callisto,504,2460164.000000,-956063.184463,-1630568.450797,-63934.327539
Callisto,504,2460171.000000,1592716.009646,978547.037529,51953.660917
Callisto,504,2460178.000000,-1894577.497627,-77665.263839,-27701.815308
Callisto,504,2460185.000000,1664073.687665,-856483.005225,-4689.812379
Callisto,504,2460192.000000,-1083962.760046,1546454.191243,34075.601274
Callisto,504,2460199.000000,145482.876107,-1877151.139061,-56963.210319
Callisto,504,2460206.000000,733646.782369,1724934.818725,63909.508516
Callisto,504,2460213.000000,-1515693.928332,-1135568.944994,-55844.973755
Callisto,504,2460220.000000,1849641.423605,266997.897583,33049.786871
Callisto,504,2460227.000000,-1776422.718917,658752.287931,-3033.986035
Callisto,504,2460234.000000,1193734.308915,-1446534.344083,-29448.678256
Callisto,504,2460241.000000,-394344.241228,1840903.632091,52479.224870
Callisto,504,2460248.000000,-599239.513308,-1790186.857524,-64140.727458
Callisto,504,2460255.000000,1352529.585501,1292228.615756,58574.728492
Callisto,504,2460262.000000,-1838427.539613,-463030.709886,-39053.980753
Callisto,504,2460269.000000,1805661.077428,-487963.897248,8799.107453
Callisto,504,2460276.000000,-1380533.726970,1292064.422520,22083.160656
Callisto,504,2460283.000000,531122.052581,-1803820.779977,-49463.135607
Callisto,504,2460290.000000,357887.099459,1842370.580029,62535.033138
Callisto,504,2460297.000000,-1249609.397402,-1420898.175981,-61225.019805
Callisto,504,2460304.000000,1752115.538498,650066.316828,43772.552887
Callisto,504,2460311.000000,-1874525.838710,281659.259303,-16203.560840
Callisto,504,2460318.000000,1468398.998641,-1163764.894609,-16862.821006
Callisto,504,2460325.000000,-767727.389700,1722082.740019,43712.810742
Callisto,504,2460332.000000,-216518.511508,-1873152.140189,-61591.351918
Callisto,504,2460339.000000,1052451.977366,1548185.754250,62571.393266
Callisto,504,2460346.000000,-1704395.011319,-828933.550069,-48744.769591
Callisto,504,2460353.000000,1866638.604470,-97745.819025,21880.020500
Callisto,504,2460360.000000,-1618150.447547,982387.201085,9153.764913
Callisto,504,2460367.000000,893744.277048,-1651598.311937,-39795.712907
Callisto,504,2460374.000000,-33486.465361,1879264.214583,58419.896794
Callisto,504,2460381.000000,-930076.575303,-1645790.645742,-63985.631125
Callisto,504,2460388.000000,1576726.816115,1003910.889940,52522.950062
Callisto,504,2460395.000000,-1893285.968351,-107477.627408,-28680.938943
Callisto,504,2460402.000000,1677610.065655,-829543.302073,-3545.868282
Callisto,504,2460409.000000,-1108193.410475,1529197.151617,33069.346262
Callisto,504,2460416.000000,175673.635348,-1874549.161940,-56352.151976
Callisto,504,2460423.000000,706023.733330,1736235.882314,63811.360668
Callisto,504,2460430.000000,-1497526.834058,-1159643.664755,-56345.763006
Callisto,504,2460437.000000,1844916.976843,296705.494020,33974.252182
Callisto,504,2460444.000000,-1786877.720644,630739.837512,-4163.313764
Callisto,504,2460451.000000,1216796.592310,-1426947.558887,-28388.399776
Callisto,504,2460458.000000,-423394.287509,1834680.464359,51770.343334
Callisto,504,2460465.000000,-570396.594774,-1799434.547329,-63965.772809
Callisto,504,2460472.000000,1331776.036268,1313562.794717,58948.643219
Callisto,504,2460479.000000,-1830905.241096,-492234.128563,-39923.411401
Callisto,504,2460486.000000,1812998.745401,-458800.041291,9917.111275
Callisto,504,2460493.000000,-1401089.233053,1270226.905699,20993.305053
Callisto,504,2460500.000000,559975.576176,-1794719.013245,-48669.816835
Callisto,504,2460507.000000,328610.163936,1848227.884304,62247.038211
Callisto,504,2460514.000000,-1226617.155789,-1440492.759036,-61514.695889
Callisto,504,2460521.000000,1741624.637591,678037.977139,44556.106007
Callisto,504,2460528.000000,-1878818.677923,251881.390391,-17296.140146
Callisto,504,2460535.000000,1486641.251374,-1139893.878641,-15745.870016
Callisto,504,2460542.000000,-795154.030935,1709952.398545,42849.723943
Callisto,504,2460549.000000,-186474.120090,-1875883.535533,-61197.030973
Callisto,504,2460556.000000,1027715.452100,1565277.517281,62757.711356
Callisto,504,2460563.000000,-1690697.468557,-855762.665987,-49445.989278
Callisto,504,2460570.000000,1868277.491767,-67675.266256,22937.955060
Callisto,504,2460577.000000,-1633511.765218,956609.738788,8019.986316
Callisto,504,2460584.000000,920009.395256,-1636941.133311,-38873.997062
Callisto,504,2460591.000000,-63423.213505,1878763.520140,57928.487729
Callisto,504,2460598.000000,-903567.700295,-1659947.479881,-64055.187372
Callisto,504,2460605.000000,1560652.427763,1029441.916555,53148.951947
